country,continent,year,life_exp,gdp_percap
Lebanon,Asia,2015,75.93,14980.02052
Lebanon,Asia,2020,75.26,12507.43664
Lebanon,Asia,2025,77.43,10819.79651
Liberia,Africa,1950,38.02,1858.86353
Liberia,Africa,1955,39.47,2599.74273
Liberia,Africa,1960,40.83,3635.91093
Liberia,Africa,1965,42.66,4507.02313
Liberia,Africa,1970,45.29,5369.04372
Liberia,Africa,1975,48.11,5155.98894
Liberia,Africa,1980,50.26,4829.9718
Liberia,Africa,1985,52.2,3765.16398
Liberia,Africa,1990,49.14,1970.51446
Liberia,Africa,1995,50.28,528.23223
Liberia,Africa,2000,54.84,1773.49234
Liberia,Africa,2005,59.22,1309.06143
Liberia,Africa,2010,61.94,1538.85083
Liberia,Africa,2015,62.53,1714.09048
Liberia,Africa,2020,65.94,1497.37692
Liberia,Africa,2025,67.61,1751.85031
Libya,Africa,1950,47.31,2292.79003
Libya,Africa,1955,49.35,2477.08763
Libya,Africa,1960,52.82,3308.46065
Libya,Africa,1965,58.52,8471.03186
Libya,Africa,1970,64.58,12522.89915
Libya,Africa,1975,67.73,13847.06783
Libya,Africa,1980,69.81,18679.1404
Libya,Africa,1985,71.35,14816.48596
Libya,Africa,1990,72.61,13562.45979
Libya,Africa,1995,74.62,15401.70596
Libya,Africa,2000,74.91,16980.38363
Libya,Africa,2005,76.75,20743.89301
Libya,Africa,2010,76.2,21109.96793
Libya,Africa,2015,74.6,12192.13862
Libya,Africa,2020,75.94,9976.0374
Libya,Africa,2025,77.15,14636.39331
St. Lucia,North America,1950,51.82,1725.20174
St. Lucia,North America,1955,55.76,2009.95944
St. Lucia,North America,1960,59.2,2487.0258
St. Lucia,North America,1965,63.33,2931.95258
St. Lucia,North America,1970,65.43,3400.21225
St. Lucia,North America,1975,66.65,3912.04688
St. Lucia,North America,1980,68.73,5023.64392
St. Lucia,North America,1985,69.96,7560.79687
St. Lucia,North America,1990,70.22,13287.91677
St. Lucia,North America,1995,71.37,15217.84046
St. Lucia,North America,2000,73.36,17094.41493
St. Lucia,North America,2005,74.27,18740.06188
St. Lucia,North America,2010,75.62,20849.05512
St. Lucia,North America,2015,75.6,21142.97333
St. Lucia,North America,2020,75.11,17142.04406
St. Lucia,North America,2025,76.16,25491.65151
Sri Lanka,Asia,1950,56.3,2386.6363
Sri Lanka,Asia,1955,60.24,2405.16372
Sri Lanka,Asia,1960,64.02,2172.89477
Sri Lanka,Asia,1965,64.47,2179.64751
Sri Lanka,Asia,1970,66.07,2472.25769
Sri Lanka,Asia,1975,64.35,2447.68131
Sri Lanka,Asia,1980,69.32,2831.68592
Sri Lanka,Asia,1985,69.26,3863.14653
Sri Lanka,Asia,1990,69.6,4725.14235
Sri Lanka,Asia,1995,70.89,5677.24265
Sri Lanka,Asia,2000,71.49,6608.71259
Sri Lanka,Asia,2005,73.35,7533.6151
Sri Lanka,Asia,2010,74.05,9832.18622
Sri Lanka,Asia,2015,76.44,13329.77934
Sri Lanka,Asia,2020,77.69,13886.65137
Sri Lanka,Asia,2025,78.51,14379.8147
Lesotho,Africa,1950,51.97,726.97523
Lesotho,Africa,1955,52.62,769.39751
Lesotho,Africa,1960,53.28,808.06084
Lesotho,Africa,1965,53.58,973.91647
Lesotho,Africa,1970,54.61,932.72681
Lesotho,Africa,1975,56.2,1024.04155
Lesotho,Africa,1980,58.48,1181.69751
Lesotho,Africa,1985,60,1391.09114
Lesotho,Africa,1990,60.63,1673.41253
Lesotho,Africa,1995,57.15,1858.31787
Lesotho,Africa,2000,48.47,2018.82258
Lesotho,Africa,2005,43.88,2302.38253
Lesotho,Africa,2010,48.12,2651.37805
Lesotho,Africa,2015,48.47,2986.95867
Lesotho,Africa,2020,52.27,2517.11042
Lesotho,Africa,2025,52.82,2716.15309
Lithuania,Europe,1950,67.13,8187.61696
Lithuania,Europe,1955,67.54,9392.7416
Lithuania,Europe,1960,69.91,11000.85548
Lithuania,Europe,1965,71.99,12968.55394
Lithuania,Europe,1970,71.26,15646.80028
Lithuania,Europe,1975,71.12,17326.86656
Lithuania,Europe,1980,70.58,18109.18927
Lithuania,Europe,1985,70.86,19044.71571
Lithuania,Europe,1990,71.39,19949.09441
Lithuania,Europe,1995,69.03,11923.94361
Lithuania,Europe,2000,72.24,15572.75456
Lithuania,Europe,2005,71.25,23794.49118
Lithuania,Europe,2010,73.21,26887.49131
Lithuania,Europe,2015,74.65,35251.29869
Lithuania,Europe,2020,75.09,43091.79737
Lithuania,Europe,2025,77.19,49761.39795
Luxembourg,Europe,1950,66.37,17953.4896
Luxembourg,Europe,1955,67.48,18628.88675
Luxembourg,Europe,1960,68.94,21338.36165
Luxembourg,Europe,1965,69.62,24154.01342
Luxembourg,Europe,1970,70.15,28100.0527
Luxembourg,Europe,1975,71.15,30949.99084
Luxembourg,Europe,1980,72.63,33965.56228
Luxembourg,Europe,1985,73.88,45501.55151
Luxembourg,Europe,1990,75.25,70450.73731
Luxembourg,Europe,1995,76.64,82523.00094
Luxembourg,Europe,2000,78.01,105744.8971
Luxembourg,Europe,2005,79.55,119947.1266
Luxembourg,Europe,2010,81.02,131432.0596
Luxembourg,Europe,2015,82.34,130097.2562
Luxembourg,Europe,2020,82.2,129865.63
Luxembourg,Europe,2025,83.82,131037.5237
Latvia,Europe,1950,68.37,6155.93827
Latvia,Europe,1955,69.29,7381.40277
Latvia,Europe,1960,70.35,9022.76433
Latvia,Europe,1965,71.4,11019.02301
Latvia,Europe,1970,70.46,13766.3362
Latvia,Europe,1975,69.47,15624.87597
Latvia,Europe,1980,69.23,16488.69008
Latvia,Europe,1985,69.93,16902.33881
Latvia,Europe,1990,69.84,18469.45244
Latvia,Europe,1995,66.69,10898.90733
Latvia,Europe,2000,70.65,14631.5001
Latvia,Europe,2005,70.93,23183.29827
Latvia,Europe,2010,73.26,24119.73078
Latvia,Europe,2015,75.08,30599.61331
Latvia,Europe,2020,75.78,34225.8976
Latvia,Europe,2025,76.67,40852.07026
Morocco,Africa,1950,44.6,2722.02033
Morocco,Africa,1955,45.84,2546.04828
Morocco,Africa,1960,46.67,2188.45529
Morocco,Africa,1965,51.02,2437.59664
Morocco,Africa,1970,54.28,2649.25657
Morocco,Africa,1975,57.11,2888.1817
Morocco,Africa,1980,60.62,3317.33688
Morocco,Africa,1985,64.41,3886.80894
Morocco,Africa,1990,66.69,4707.6158
Morocco,Africa,1995,67.69,4661.20989
Morocco,Africa,2000,69.51,5262.19116
Morocco,Africa,2005,70.81,6201.10325
Morocco,Africa,2010,71.86,7210.63672
Morocco,Africa,2015,72.55,8198.80859
Morocco,Africa,2020,73,8054.56299
Morocco,Africa,2025,74.71,9582.50716
Monaco,Europe,1950,68.15,18325.61443
Monaco,Europe,1955,69.31,25293.10145
Monaco,Europe,1960,70.9,34904.26718
Monaco,Europe,1965,72.08,48160.51026
Monaco,Europe,1970,73.62,66449.31625
Monaco,Europe,1975,74.99,86547.89318
Monaco,Europe,1980,75.97,111555.3857
Monaco,Europe,1985,77.04,130554.6457
Monaco,Europe,1990,78.11,166038.445
Monaco,Europe,1995,78.57,190296.1471
Monaco,Europe,2000,78.84,238547.0417
Monaco,Europe,2005,78.98,278689.2909
Monaco,Europe,2010,79.16,317914.6823
Monaco,Europe,2015,79.55,345111.166
Monaco,Europe,2020,80.06,332201.78
Monaco,Europe,2025,80.72,475911.3352
Moldova,Europe,1950,53.39,4895.38593
Moldova,Europe,1955,55.99,5798.65889
Moldova,Europe,1960,58.42,7014.93299
Moldova,Europe,1965,60.77,8693.98111
Moldova,Europe,1970,62.87,11140.80947
Moldova,Europe,1975,64.05,12783.16853
Moldova,Europe,1980,65.79,13523.48091
Moldova,Europe,1985,66.32,14192.78652
Moldova,Europe,1990,68.27,15057.0714
Moldova,Europe,1995,66.03,6025.91653
Moldova,Europe,2000,68.86,5439.47218
Moldova,Europe,2005,68.9,7928.45439
Moldova,Europe,2010,69.95,9649.95099
Moldova,Europe,2015,72.08,11691.07975
Moldova,Europe,2020,73.52,13559.26002
Moldova,Europe,2025,75.22,17488.86301
Madagascar,Africa,1950,41.29,1929.73698
Madagascar,Africa,1955,42.5,2084.09709
Madagascar,Africa,1960,44.83,2175.46019
Madagascar,Africa,1965,46.87,2053.9904
Madagascar,Africa,1970,48.44,2299.42762
Madagascar,Africa,1975,52.03,2045.19482
Madagascar,Africa,1980,54.9,1861.17224
Madagascar,Africa,1985,54.79,1699.01582
Madagascar,Africa,1990,55.92,1882.9049
Madagascar,Africa,1995,57.92,1627.41075
Madagascar,Africa,2000,59.52,1694.67393
Madagascar,Africa,2005,61.1,1652.10454
Madagascar,Africa,2010,62.57,1635.24511
Madagascar,Africa,2015,64.16,1627.58061
Madagascar,Africa,2020,64.79,1545.72714
Madagascar,Africa,2025,67.03,1720.26523
Maldives,Asia,1950,30.65,1972.80909
Maldives,Asia,1955,34.03,2272.11889
Maldives,Asia,1960,37.84,2613.29283
Maldives,Asia,1965,42.56,2912.20701
Maldives,Asia,1970,47.53,3237.97352
Maldives,Asia,1975,51.69,2838.14749
Maldives,Asia,1980,55.95,4016.20403
Maldives,Asia,1985,61.65,6514.98416
Maldives,Asia,1990,65.48,8823.64682
Maldives,Asia,1995,68.72,10783.17689
Maldives,Asia,2000,72.23,13643.94781
Maldives,Asia,2005,75.77,13823.02455
Maldives,Asia,2010,77.77,16730.01442
Maldives,Asia,2015,78.87,18829.44816
Maldives,Asia,2020,78.83,14242.97508
Maldives,Asia,2025,80.46,24629.31592
Mexico,North America,1950,48.76,4639.53175
Mexico,North America,1955,53.59,5355.35155
Mexico,North America,1960,57.15,6195.71106
Mexico,North America,1965,59.87,7463.4367
Mexico,North America,1970,61.44,8762.4808
Mexico,North America,1975,64.21,10223.41675
Mexico,North America,1980,66.19,12441.44918
Mexico,North America,1985,68.62,14303.97823
Mexico,North America,1990,70.85,15841.15468
Mexico,North America,1995,72.35,16144.99144
Mexico,North America,2000,74.21,19908.14321
Mexico,North America,2005,75.01,20124.2296
Mexico,North America,2010,75.25,20058.38548
Mexico,North America,2015,75.73,21408.92832
Mexico,North America,2020,71.48,19728.48178
Mexico,North America,2025,76.88,22374.76858
Marshall Islands,Oceania,1950,52.14,1806.81271
Marshall Islands,Oceania,1955,54.28,2028.04112
Marshall Islands,Oceania,1960,56.34,2274.83666
Marshall Islands,Oceania,1965,57.9,2555.25356
Marshall Islands,Oceania,1970,59.36,2869.32766
Marshall Islands,Oceania,1975,61.29,3255.91954
Marshall Islands,Oceania,1980,62.87,2807.08848
Marshall Islands,Oceania,1985,63.07,2863.01797
Marshall Islands,Oceania,1990,62.88,3900.02392
Marshall Islands,Oceania,1995,63.33,4711.424
Marshall Islands,Oceania,2000,62.67,3800.07744
Marshall Islands,Oceania,2005,63.14,4074.82182
Marshall Islands,Oceania,2010,63.95,4269.35843
Marshall Islands,Oceania,2015,64.92,4670.10918
Marshall Islands,Oceania,2020,65.73,6417.18441
Marshall Islands,Oceania,2025,66.31,7990.57932
North Macedonia,Europe,1950,50.21,3097.57682
North Macedonia,Europe,1955,51.72,3735.23044
North Macedonia,Europe,1960,57.49,4860.58178
North Macedonia,Europe,1965,61.77,6711.22549
North Macedonia,Europe,1970,65.32,8937.43944
North Macedonia,Europe,1975,68.7,11052.65784
North Macedonia,Europe,1980,70.09,13618.21783
North Macedonia,Europe,1985,70.54,13661.9787
North Macedonia,Europe,1990,70.48,12713.52078
North Macedonia,Europe,1995,70.71,10254.374460000001
North Macedonia,Europe,2000,71.55,11809.58873
North Macedonia,Europe,2005,72.46,13252.08051
North Macedonia,Europe,2010,73.41,16730.16875
North Macedonia,Europe,2015,73.95,19214.0158
North Macedonia,Europe,2020,72.33,20970.28714
North Macedonia,Europe,2025,75.3,26049.02092
Mali,Africa,1950,35.19,953.33175
Mali,Africa,1955,36.43,1025.72753
Mali,Africa,1960,37.66,1092.76791
Mali,Africa,1965,38.65,1027.12129
Mali,Africa,1970,40.21,1066.06742
Mali,Africa,1975,42.42,1106.25572
Mali,Africa,1980,45.75,1259.57579
Mali,Africa,1985,48.26,1250.14599
Mali,Africa,1990,50.19,1608.62074
Mali,Africa,1995,51.66,1648.98994
Mali,Africa,2000,53.28,1854.02231
Mali,Africa,2005,56.16,2280.77116
Mali,Africa,2010,58.44,2594.41565
Mali,Africa,2015,59.88,2686.55974
Mali,Africa,2020,60.76,2796.41038
Mali,Africa,2025,63.28,3038.49667
Malta,Europe,1950,63.23,2014.52449
Malta,Europe,1955,67.5,2396.99697
Malta,Europe,1960,69.08,2895.57557
Malta,Europe,1965,69.73,3006.62798
Malta,Europe,1970,70.93,4546.48194
Malta,Europe,1975,71.98,6565.24025
Malta,Europe,1980,72.74,10430.15972
Malta,Europe,1985,74.73,12944.76512
Malta,Europe,1990,76.59,18050.97561
Malta,Europe,1995,77.84,22211.29199
Malta,Europe,2000,78.83,30472.6794
Malta,Europe,2005,79.98,32482.84961
Malta,Europe,2010,81.08,37492.67548
Malta,Europe,2015,82.18,46127.62084
Malta,Europe,2020,82.72,50392.95912
Malta,Europe,2025,83.48,63314.49955
Myanmar,Asia,1950,34.56,763.4792
Myanmar,Asia,1955,36.63,856.86266
Myanmar,Asia,1960,38.74,985.52672
Myanmar,Asia,1965,40.76,1052.32577
Myanmar,Asia,1970,43.09,1031.36192
Myanmar,Asia,1975,47.02,1004.47606
Myanmar,Asia,1980,50.57,1166.11196
Myanmar,Asia,1985,53.38,1231.83888
Myanmar,Asia,1990,55.42,965.91875
Myanmar,Asia,1995,56.96,1113.44753
Myanmar,Asia,2000,58.93,1480.20467
Myanmar,Asia,2005,61.38,2465.03768
Myanmar,Asia,2010,64.76,3893.79031
Myanmar,Asia,2015,67.73,5313.88616
Myanmar,Asia,2020,69.66,5926.8345
Myanmar,Asia,2025,70.76,5493.95419
Montenegro,Europe,1950,67.51,2895.36919
Montenegro,Europe,1955,68.81,3393.08952
Montenegro,Europe,1960,70.79,4201.909
Montenegro,Europe,1965,72.44,6980.69912
Montenegro,Europe,1970,73.66,9504.00977
Montenegro,Europe,1975,73.22,11494.76094
Montenegro,Europe,1980,73.6,17762.25799
Montenegro,Europe,1985,73,18484.67943
Montenegro,Europe,1990,74.67,16673.21876
Montenegro,Europe,1995,74.27,9006.08142
Montenegro,Europe,2000,73.71,13282.74747
Montenegro,Europe,2005,73.8,15972.78646
Montenegro,Europe,2010,74.73,19481.40719
Montenegro,Europe,2015,75.31,21138.97652
Montenegro,Europe,2020,75.09,21039.32187
Montenegro,Europe,2025,76.92,29492.07923
Mongolia,Asia,1950,38.89,1021.47869
Mongolia,Asia,1955,41.02,1260.57885
Mongolia,Asia,1960,43.93,1554.70909
Mongolia,Asia,1965,47.72,1915.29694
Mongolia,Asia,1970,50.55,2361.33947
Mongolia,Asia,1975,55.61,2842.03099
Mongolia,Asia,1980,57.19,3530.95059
Mongolia,Asia,1985,58.85,4610.62846
Mongolia,Asia,1990,60.41,5205.57521
Mongolia,Asia,1995,59.55,4754.97625
Mongolia,Asia,2000,60.99,5499.26802
Mongolia,Asia,2005,62.94,7418.6352
Mongolia,Asia,2010,65.08,9507.11882
Mongolia,Asia,2015,67.65,13974.59673
Mongolia,Asia,2020,68.38,14801.34208
Mongolia,Asia,2025,69.64,18091.8807
Mozambique,Africa,1950,42.97,525.44645
Mozambique,Africa,1955,43.95,522.76441
Mozambique,Africa,1960,45.09,524.0759
Mozambique,Africa,1965,45.98,549.57223
Mozambique,Africa,1970,47.65,615.21401
Mozambique,Africa,1975,49.79,596.24024
Mozambique,Africa,1980,50.45,511.71134
Mozambique,Africa,1985,45.83,425.12181
Mozambique,Africa,1990,51.58,582.81382
Mozambique,Africa,1995,52.6,530.06295
Mozambique,Africa,2000,52.19,719.34845
Mozambique,Africa,2005,52.06,973.32303
Mozambique,Africa,2010,53.53,1224.23021
Mozambique,Africa,2015,55.83,1512.59975
Mozambique,Africa,2020,58.39,1466.12477
Mozambique,Africa,2025,60.06,1530.91465
Mauritania,Africa,1950,47.6,1030.98896
Mauritania,Africa,1955,49.45,1256.39035
Mauritania,Africa,1960,50.61,1576.20345
Mauritania,Africa,1965,52.8,2655.99793
Mauritania,Africa,1970,55.03,3426.01966
Mauritania,Africa,1975,54.92,3962.75918
Mauritania,Africa,1980,56.82,4126.21782
Mauritania,Africa,1985,57.76,3885.53542
Mauritania,Africa,1990,59.38,4140.43936
Mauritania,Africa,1995,61.33,4507.08771
Mauritania,Africa,2000,63.61,4556.78573
Mauritania,Africa,2005,65.8,5238.92547
Mauritania,Africa,2010,68.09,5605.76389
Mauritania,Africa,2015,69.6,5969.5424
Mauritania,Africa,2020,69.54,5963.2355
Mauritania,Africa,2025,72.25,6709.96294
Mauritius,Africa,1950,53.1,4677.9026
Mauritius,Africa,1955,55.89,4660.46753
Mauritius,Africa,1960,58.06,4442.78445
Mauritius,Africa,1965,62.51,4989.37956
Mauritius,Africa,1970,63.69,4192.21312
Mauritius,Africa,1975,63.96,4987.07644
Mauritius,Africa,1980,67.24,5398.76295
Mauritius,Africa,1985,68.82,7058.08805
Mauritius,Africa,1990,70.2,10441.21825
Mauritius,Africa,1995,71.09,11799.63417
Mauritius,Africa,2000,72.32,14021.36627
Mauritius,Africa,2005,73.16,15487.53309
Mauritius,Africa,2010,74.21,18819.99841
Mauritius,Africa,2015,75.17,22335.28362
Mauritius,Africa,2020,74.69,21994.66598
Mauritius,Africa,2025,76.35,28927.4972
Malawi,Africa,1950,34.36,601.65645
Malawi,Africa,1955,35.85,625.35205
Malawi,Africa,1960,37.71,646.10422
Malawi,Africa,1965,39.55,652.00121
Malawi,Africa,1970,42.05,765.91117
Malawi,Africa,1975,45.55,955.25034
Malawi,Africa,1980,48.83,1036.86472
Malawi,Africa,1985,50.16,1126.13231
Malawi,Africa,1990,49.38,1075.74189
Malawi,Africa,1995,46.33,1155.50842
Malawi,Africa,2000,45.9,1246.68825
Malawi,Africa,2005,48.88,1215.72811
Malawi,Africa,2010,56.32,1504.37514
Malawi,Africa,2015,62.04,1597.69145
Malawi,Africa,2020,64.3,1656.43985
Malawi,Africa,2025,66.2,1689.43091
Malaysia,Asia,1950,53.52,3116.47406
Malaysia,Asia,1955,58.94,2828.05971
Malaysia,Asia,1960,62.82,2898.57836
Malaysia,Asia,1965,65.51,3336.40336
Malaysia,Asia,1970,67.29,3761.14914
Malaysia,Asia,1975,67.51,4986.49036
Malaysia,Asia,1980,70.48,6616.35607
Malaysia,Asia,1985,70.03,8643.48823
Malaysia,Asia,1990,71.91,11691.29277
Malaysia,Asia,1995,71.82,16369.07855
Malaysia,Asia,2000,73,18455.11576
Malaysia,Asia,2005,74.12,20777.09389
Malaysia,Asia,2010,74.44,23307.96985
Malaysia,Asia,2015,75.04,27699.62789
Malaysia,Asia,2020,75.22,29200.45263
Malaysia,Asia,2025,76.03,35989.79488
Namibia,Africa,1950,54.81,5222.33945
Namibia,Africa,1955,55.36,5516.76958
Namibia,Africa,1960,56.04,6169.07897
Namibia,Africa,1965,57.39,8201.64025
Namibia,Africa,1970,57.94,8145.76693
Namibia,Africa,1975,58.79,8434.27018
Namibia,Africa,1980,58.89,8610.28502
Namibia,Africa,1985,60.24,7494.76676
Namibia,Africa,1990,62.36,7106.51469
Namibia,Africa,1995,60.34,7511.34524
Namibia,Africa,2000,53.94,7874.98348
Namibia,Africa,2005,53.52,9234.0936
Namibia,Africa,2010,60.91,10614.62016
Namibia,Africa,2015,63.45,12166.56584
Namibia,Africa,2020,64.97,9652.24827
Namibia,Africa,2025,66.49,10740.46072
Niger,Africa,1950,37.79,1290.9403
Niger,Africa,1955,38.95,1409.10296
Niger,Africa,1960,40.33,1566.53136
Niger,Africa,1965,42.32,1884.98791
Niger,Africa,1970,43.05,1669.1507
Niger,Africa,1975,43.14,1279.08388
Niger,Africa,1980,44.94,1468.95174
Niger,Africa,1985,45.46,1255.96251
Niger,Africa,1990,47.41,1336.25617
Niger,Africa,1995,48.57,1197.61746
Niger,Africa,2000,51.85,1148.48705
Niger,Africa,2005,55.62,1216.43613
Niger,Africa,2010,59.05,1336.5641
Niger,Africa,2015,60.64,1471.66135
Niger,Africa,2020,61.07,1615.69272
Niger,Africa,2025,64.09,1870.05045
Nigeria,Africa,1950,44.75,1738.22425
Nigeria,Africa,1955,45.86,2072.3506
Nigeria,Africa,1960,46.81,2195.32862
Nigeria,Africa,1965,48.15,2470.26044
Nigeria,Africa,1970,49.05,2779.17632
Nigeria,Africa,1975,52.01,3512.51022
Nigeria,Africa,1980,54.06,3589.93327
Nigeria,Africa,1985,54.91,2835.54653
Nigeria,Africa,1990,54.69,3225.87858
Nigeria,Africa,1995,54.63,3049.41546
Nigeria,Africa,2000,54.63,3226.14641
Nigeria,Africa,2005,56.63,4379.91111
Nigeria,Africa,2010,59.64,5359.51848
Nigeria,Africa,2015,62.11,5985.09435
Nigeria,Africa,2020,64.31,5410.69355
Nigeria,Africa,2025,66.07,5848.08157
Nicaragua,North America,1950,47.67,3527.45101
Nicaragua,North America,1955,52.29,4679.9372300000005
Nicaragua,North America,1960,53.6,4544.11015
Nicaragua,North America,1965,57.19,6457.29589
Nicaragua,North America,1970,58.08,6770.69502
Nicaragua,North America,1975,62.65,7769.72857
Nicaragua,North America,1980,66.37,5424.42236
Nicaragua,North America,1985,63.31,5018.38446
Nicaragua,North America,1990,72.72,3847.98763
Nicaragua,North America,1995,71.46,3863.21974
Nicaragua,North America,2000,73.73,4710.4306
Nicaragua,North America,2005,73.46,5290.82139
Nicaragua,North America,2010,74.37,5701.1279
Nicaragua,North America,2015,74.91,6939.03286
Nicaragua,North America,2020,73.08,6523.36985
Nicaragua,North America,2025,76.51,8023.40633
Netherlands,Europe,1950,71.58,12122.90132
Netherlands,Europe,1955,72.62,14474.91305
Netherlands,Europe,1960,73.5,16060.59518
Netherlands,Europe,1965,73.69,18655.77164
Netherlands,Europe,1970,73.73,22540.84559
Netherlands,Europe,1975,74.68,24732.97199
Netherlands,Europe,1980,75.88,26844.31232
Netherlands,Europe,1985,76.49,32093.51149
Netherlands,Europe,1990,77.16,41198.9813
Netherlands,Europe,1995,77.69,45424.09257
Netherlands,Europe,2000,78.28,55211.00112
Netherlands,Europe,2005,79.63,58119.36479
Netherlands,Europe,2010,80.95,61518.55401
Netherlands,Europe,2015,81.66,63081.39414
Netherlands,Europe,2020,81.34,64862.19225
Netherlands,Europe,2025,82.55,73384.1408
Norway,Europe,1950,71.91,11506.60084
Norway,Europe,1955,73.21,13333.31622
Norway,Europe,1960,73.4,15117.56935
Norway,Europe,1965,73.64,18169.55055
Norway,Europe,1970,74.25,20892.76656
Norway,Europe,1975,75.12,25513.43481
Norway,Europe,1980,75.96,31197.84967
Norway,Europe,1985,76.35,42495.10269
Norway,Europe,1990,76.86,51326.55588
Norway,Europe,1995,78.04,63662.03669
Norway,Europe,2000,78.9,76788.74651
Norway,Europe,2005,80.37,84553.41831
Norway,Europe,2010,81.3,83256.78807
Norway,Europe,2015,82.41,85550.29426
Norway,Europe,2020,83.14,86096.05089
Norway,Europe,2025,83.78,94895.85433
Nepal,Asia,1950,40.63,1013.47184
Nepal,Asia,1955,42.61,1098.95523
Nepal,Asia,1960,44.61,1171.85458
Nepal,Asia,1965,47.16,1184.55351
Nepal,Asia,1970,49.27,1195.72137
Nepal,Asia,1975,50.51,1149.87321
Nepal,Asia,1980,51.85,1124.98321
Nepal,Asia,1985,54.73,1457.33184
Nepal,Asia,1990,58.32,1793.20863
Nepal,Asia,1995,61.83,2025.49153
Nepal,Asia,2000,65.39,2326.07294
Nepal,Asia,2005,67.69,2570.84456
Nepal,Asia,2010,69.04,3085.31407
Nepal,Asia,2015,69.35,3745.26182
Nepal,Asia,2020,70.75,4412.54204
Nepal,Asia,2025,72.9,5329.63699
Nauru,Oceania,1950,58.5,5329.11775
Nauru,Oceania,1955,59.64,9878.5373
Nauru,Oceania,1960,60.65,18302.56919
Nauru,Oceania,1965,61.58,34037.47152
Nauru,Oceania,1970,62.09,63277.16082
Nauru,Oceania,1975,62.5,65890.49517
Nauru,Oceania,1980,62.64,52989.85406
Nauru,Oceania,1985,62.31,41330.37147
Nauru,Oceania,1990,62.01,31401.73198
Nauru,Oceania,1995,60.82,14772.40575
Nauru,Oceania,2000,59.15,9045.88119
Nauru,Oceania,2005,58.77,7240.16555
Nauru,Oceania,2010,60.03,6966.78567
Nauru,Oceania,2015,62.29,11344.10275
Nauru,Oceania,2020,63.34,11441.25845
Nauru,Oceania,2025,64.44,12938.44098
New Zealand,Oceania,1950,69.52,16929.14984
New Zealand,Oceania,1955,70.62,16971.91737
New Zealand,Oceania,1960,71.22,18228.2555
New Zealand,Oceania,1965,71.46,20467.16361
New Zealand,Oceania,1970,71.64,20493.28379
New Zealand,Oceania,1975,72.39,22346.07074
New Zealand,Oceania,1980,73.37,21521.14485
New Zealand,Oceania,1985,74.22,27217.44538
New Zealand,Oceania,1990,75.55,30241.42029
New Zealand,Oceania,1995,76.75,32397.31314
New Zealand,Oceania,2000,78.39,35871.34674
New Zealand,Oceania,2005,79.8,40817.84481
New Zealand,Oceania,2010,80.92,41270.92851
New Zealand,Oceania,2015,81.72,44963.83392
New Zealand,Oceania,2020,81.96,46104.60579
New Zealand,Oceania,2025,82.65,49598.26506
Oman,Asia,1950,40.83,1324.27204
Oman,Asia,1955,42.88,1627.21191
Oman,Asia,1960,45.1,1984.33597
Oman,Asia,1965,48.86,2233.16792
Oman,Asia,1970,55.47,8054.07703
Oman,Asia,1975,58.95,9666.82977
Oman,Asia,1980,61.99,11378.86356
Oman,Asia,1985,64.85,22051.8013
Oman,Asia,1990,66.75,26933.16211
Oman,Asia,1995,67.94,33914.8592
Oman,Asia,2000,69.06,40524.4461
Oman,Asia,2005,70.28,41481.61379
Oman,Asia,2010,70.43,48191.61451
Oman,Asia,2015,72.41,39813.78871
Oman,Asia,2020,70.88,37560.59987
Oman,Asia,2025,75.28,37310.77532
Pakistan,Asia,1950,46.01,1274.18631
Pakistan,Asia,1955,48.64,1219.04508
Pakistan,Asia,1960,51.32,1198.75564
Pakistan,Asia,1965,54.62,1398.21184
Pakistan,Asia,1970,57.08,1674.52865
Pakistan,Asia,1975,59.03,1675.93358
Pakistan,Asia,1980,60.24,1888.25767
Pakistan,Asia,1985,60.88,2581.70245
Pakistan,Asia,1990,61.05,3250.23643
Pakistan,Asia,1995,60.34,3559.07166
Pakistan,Asia,2000,61.04,3621.88037
Pakistan,Asia,2005,61.05,4114.79452
Pakistan,Asia,2010,63.27,4228.78177
Pakistan,Asia,2015,64.42,4645.28631
Pakistan,Asia,2020,65.38,5135.01459
Pakistan,Asia,2025,66.71,5717.17543
Panama,North America,1950,60.82,3330.4518
Panama,North America,1955,62.48,3515.77536
Panama,North America,1960,65.88,4022.75652
Panama,North America,1965,67.48,5098.38877
Panama,North America,1970,68.1,6588.63284
Panama,North America,1975,71.63,7186.77903
Panama,North America,1980,74.21,8595.3159
Panama,North America,1985,75.35,10693.95358
Panama,North America,1990,76.42,10780.16822
Panama,North America,1995,76.54,12911.65928
Panama,North America,2000,77.98,14371.4668
Panama,North America,2005,78.22,16743.71687
Panama,North America,2010,78.5,22739.11062
Panama,North America,2015,79.26,29933.15557
Panama,North America,2020,78.85,26881.79871
Panama,North America,2025,81.17,38412.09464
Peru,South America,1950,38.09,4606.9762
Peru,South America,1955,43.67,5241.5302
Peru,South America,1960,47.26,5617.89644
Peru,South America,1965,54.12,6520.72576
Peru,South America,1970,48.63,6787.32166
Peru,South America,1975,63.4,7456.14071
Peru,South America,1980,65.1,7026.32556
Peru,South America,1985,65.94,7083.96092
Peru,South America,1990,69.24,6341.64348
Peru,South America,1995,71.49,7413.87861
Peru,South America,2000,74.61,7724.22627
Peru,South America,2005,77.16,8986.11141
