country,continent,year,life_exp,gdp_percap
Peru,South America,2010,77.32,12059.01802
Peru,South America,2015,79.4,14542.79309
Peru,South America,2020,77.62,13609.59996
Peru,South America,2025,81.49,16370.68024
Philippines,Asia,1950,55.14,2137.01665
Philippines,Asia,1955,58.15,2626.23266
Philippines,Asia,1960,61.26,2763.68961
Philippines,Asia,1965,62.55,2962.76331
Philippines,Asia,1970,62.69,3098.11694
Philippines,Asia,1975,64.11,3451.22109
Philippines,Asia,1980,65.74,3907.62066
Philippines,Asia,1985,66.51,3694.18579
Philippines,Asia,1990,68.41,4553.02619
Philippines,Asia,1995,69.77,4556.37461
Philippines,Asia,2000,70.31,4827.84656
Philippines,Asia,2005,70.31,5447.69536
Philippines,Asia,2010,70.58,6273.03928
Philippines,Asia,2015,70.91,7691.76309
Philippines,Asia,2020,72.09,8455.18457
Philippines,Asia,2025,72.47,11116.63775
Palau,Oceania,1950,49.03,11951.21414
Palau,Oceania,1955,51.37,15651.78898
Palau,Oceania,1960,53.86,20497.26003
Palau,Oceania,1965,56.46,26419.57032
Palau,Oceania,1970,58.75,34038.00373
Palau,Oceania,1975,60.41,63245.6131
Palau,Oceania,1980,62.17,21086.498200000002
Palau,Oceania,1985,63.41,15760.98465
Palau,Oceania,1990,64.91,18619.06658
Palau,Oceania,1995,66.02,16396.83946
Palau,Oceania,2000,66.37,15586.24569
Palau,Oceania,2005,66.83,17474.70511
Palau,Oceania,2010,66.99,16530.84558
Palau,Oceania,2015,67.24,20021.31442
Palau,Oceania,2020,68.06,18160.25457
Palau,Oceania,2025,68.63,18884.74308
Papua New Guinea,Oceania,1950,49.62,1213.66886
Papua New Guinea,Oceania,1955,51.3,1279.6253
Papua New Guinea,Oceania,1960,53.68,1349.98822
Papua New Guinea,Oceania,1965,56.15,1815.6501
Papua New Guinea,Oceania,1970,59.02,2348.32337
Papua New Guinea,Oceania,1975,61.09,2652.37527
Papua New Guinea,Oceania,1980,62.15,2597.66478
Papua New Guinea,Oceania,1985,62.23,2921.5969
Papua New Guinea,Oceania,1990,62.61,3105.03102
Papua New Guinea,Oceania,1995,63.22,4002.47127
Papua New Guinea,Oceania,2000,63.14,3350.12137
Papua New Guinea,Oceania,2005,62.21,3161.25688
Papua New Guinea,Oceania,2010,62.78,3579.17141
Papua New Guinea,Oceania,2015,63.93,4154.52333
Papua New Guinea,Oceania,2020,64.97,4077.63132
Papua New Guinea,Oceania,2025,65.61,4521.77359
Poland,Europe,1950,58.99,4926.22454
Poland,Europe,1955,63.42,5471.55934
Poland,Europe,1960,67.9,6123.0256
Poland,Europe,1965,69.66,7013.46672
Poland,Europe,1970,70.17,7975.84064
Poland,Europe,1975,71.14,10039.89642
Poland,Europe,1980,70.54,10432.47928
Poland,Europe,1985,70.8,11141.19067
Poland,Europe,1990,71.08,12235.11832
Poland,Europe,1995,72,13853.44664
Poland,Europe,2000,73.9,18334.49982
Poland,Europe,2005,75.19,21513.65483
Poland,Europe,2010,76.48,27112.13338
Poland,Europe,2015,77.62,31700.36824
Poland,Europe,2020,77.12,37852.80213
Poland,Europe,2025,79.1,47891.51537
North Korea,Asia,1950,20.26,1285.18223
North Korea,Asia,1955,43.46,1322.74616
North Korea,Asia,1960,47.62,1402.57326
North Korea,Asia,1965,52.29,1522.51931
North Korea,Asia,1970,57.11,1623.06575
North Korea,Asia,1975,61.11,2247.00413
North Korea,Asia,1980,64.05,2470.51541
North Korea,Asia,1985,66.17,2673.13926
North Korea,Asia,1990,67.97,2597.3189
North Korea,Asia,1995,61.83,1876.20267
North Korea,Asia,2000,63.9,1672.45101
North Korea,Asia,2005,70.01,1782.7741
North Korea,Asia,2010,70.93,1686.7512
North Korea,Asia,2015,72.2,1698.31089
North Korea,Asia,2020,73.23,1445.36
North Korea,Asia,2025,73.91,1542.77448
Portugal,Europe,1950,59.27,4237.81732
Portugal,Europe,1955,61.43,4978.40397
Portugal,Europe,1960,64.73,5852.01875
Portugal,Europe,1965,65.9,7723.026
Portugal,Europe,1970,67.39,10451.781070000001
Portugal,Europe,1975,69.32,12108.75195
Portugal,Europe,1980,71.75,14467.33708
Portugal,Europe,1985,73.26,17385.87359
Portugal,Europe,1990,74.28,25935.18916
Portugal,Europe,1995,75.47,28616.71679
Portugal,Europe,2000,76.84,34490.82
Portugal,Europe,2005,78.75,35622.73481
Portugal,Europe,2010,80.24,36703.11402
Portugal,Europe,2015,81.54,35803.35741
Portugal,Europe,2020,81.07,36852.22839
Portugal,Europe,2025,82.79,43664.4989
Paraguay,South America,1950,61.14,3181.88414
Paraguay,South America,1955,67.23,3076.51926
Paraguay,South America,1960,69.07,3155.52316
Paraguay,South America,1965,70.48,3450.3299
Paraguay,South America,1970,70.82,3699.47899
Paraguay,South America,1975,71.4,4565.6982
Paraguay,South America,1980,73.07,6638.41314
Paraguay,South America,1985,74.5,7538.47825
Paraguay,South America,1990,75.79,9001.17585
Paraguay,South America,1995,75.39,10007.78061
Paraguay,South America,2000,75.62,9409.92057
Paraguay,South America,2005,75.59,10098.54606
Paraguay,South America,2010,75.74,12738.57656
Paraguay,South America,2015,76.49,14427.60023
Paraguay,South America,2020,76.15,14991.66062
Paraguay,South America,2025,77.36,17153.71862
Palestine,Asia,1950,54.35,2494.77287
Palestine,Asia,1955,55.96,2408.78669
Palestine,Asia,1960,58.75,2376.04697
Palestine,Asia,1965,62.31,2694.71408
Palestine,Asia,1970,57.8,2828.47543
Palestine,Asia,1975,65.21,3604.65553
Palestine,Asia,1980,66.73,4338.0177
Palestine,Asia,1985,68.13,3591.60515
Palestine,Asia,1990,69.12,3936.40643
Palestine,Asia,1995,70.92,4657.96039
Palestine,Asia,2000,70.17,4829.81047
Palestine,Asia,2005,71.14,4964.9129
Palestine,Asia,2010,73.67,5432.24363
Palestine,Asia,2015,74.33,6072.65032
Palestine,Asia,2020,73.97,5423.68255
Palestine,Asia,2025,75.85,3909.19827
Qatar,Asia,1950,64.46,2495.63996
Qatar,Asia,1955,64.78,8193.7557
Qatar,Asia,1960,65.28,27934.23391
Qatar,Asia,1965,66.02,69032.84553
Qatar,Asia,1970,67.01,91298.09488
Qatar,Asia,1975,68.7,98843.28341
Qatar,Asia,1980,70.26,86283.12651
Qatar,Asia,1985,72.12,53009.6967
Qatar,Asia,1990,69.93,46346.06661
Qatar,Asia,1995,71.8,56106.16731
Qatar,Asia,2000,71.22,87743.72295
Qatar,Asia,2005,72.29,107403.6527
Qatar,Asia,2010,73.36,129045.0056
Qatar,Asia,2015,75.46,123070.8879
Qatar,Asia,2020,74.5,103061.9134
Qatar,Asia,2025,77.31,116057.3359
Romania,Europe,1950,60.54,2321.85651
Romania,Europe,1955,63.45,2977.53046
Romania,Europe,1960,65.75,3342.57804
Romania,Europe,1965,68.86,4405.96472
Romania,Europe,1970,68.29,5475.92876
Romania,Europe,1975,69.92,7870.71523
Romania,Europe,1980,69.6,9799.77409
Romania,Europe,1985,69.67,12761.75967
Romania,Europe,1990,69.83,13052.9344
Romania,Europe,1995,69.38,13025.89439
Romania,Europe,2000,71.23,13926.91126
Romania,Europe,2005,72.36,20120.47984
Romania,Europe,2010,73.78,24900.23033
Romania,Europe,2015,75.25,29178.74452
Romania,Europe,2020,74.38,35482.19631
Romania,Europe,2025,76.49,42605.11998
Russia,Europe,1950,66.67,6316.71929
Russia,Europe,1955,67.66,7367.94175
Russia,Europe,1960,69.05,8764.34457
Russia,Europe,1965,69.97,11620.86892
Russia,Europe,1970,69.15,15826.86679
Russia,Europe,1975,68.6,19947.47454
Russia,Europe,1980,67.71,22731.77274
Russia,Europe,1985,68.54,24223.3763
Russia,Europe,1990,69.52,25100.29477
Russia,Europe,1995,64.84,16600.83496
Russia,Europe,2000,65.63,19109.81254
Russia,Europe,2005,65.05,27180.8808
Russia,Europe,2010,68.82,33063.58594
Russia,Europe,2015,71.53,35037.15234
Russia,Europe,2020,70.41,36376.33594
Russia,Europe,2025,73.89,40870.61672
Rwanda,Africa,1950,36.52,1210.87989
Rwanda,Africa,1955,38.94,1273.73802
Rwanda,Africa,1960,42.24,1291.68383
Rwanda,Africa,1965,42.85,996.12634
Rwanda,Africa,1970,43.58,1170.52183
Rwanda,Africa,1975,45.02,975.55296
Rwanda,Africa,1980,48.43,1266.72508
Rwanda,Africa,1985,51.49,1425.36019
Rwanda,Africa,1990,50.01,1298.52419
Rwanda,Africa,1995,46.41,1016.50626
Rwanda,Africa,2000,50.51,1060.64365
Rwanda,Africa,2005,58.22,1377.21062
Rwanda,Africa,2010,64.54,1779.15851
Rwanda,Africa,2015,67.39,2238.53942
Rwanda,Africa,2020,69,2520.31739
Rwanda,Africa,2025,70.02,3512.30613
Saudi Arabia,Asia,1950,50.92,5641.43508
Saudi Arabia,Asia,1955,52.56,8054.29912
Saudi Arabia,Asia,1960,54.34,11172.15347
Saudi Arabia,Asia,1965,56.93,17905.90069
Saudi Arabia,Asia,1970,59.81,27209.02948
Saudi Arabia,Asia,1975,63.63,45635.03262
Saudi Arabia,Asia,1980,66.06,54629.62447
Saudi Arabia,Asia,1985,67.54,40937.80064
Saudi Arabia,Asia,1990,68.08,45937.52609
Saudi Arabia,Asia,1995,69.4,50058.16726
Saudi Arabia,Asia,2000,70.37,51649.9186
Saudi Arabia,Asia,2005,71.16,54038.83725
Saudi Arabia,Asia,2010,71.84,54911.54752
Saudi Arabia,Asia,2015,73.25,58498.5399
Saudi Arabia,Asia,2020,73.5,57420.73357
Saudi Arabia,Asia,2025,75.66,64965.70305
Sudan,Africa,1950,46.94,1704.83479
Sudan,Africa,1955,47.92,1859.81085
Sudan,Africa,1960,49.76,2072.90057
Sudan,Africa,1965,50.53,1966.80909
Sudan,Africa,1970,51.6,1752.79215
Sudan,Africa,1975,52.8,1867.84923
Sudan,Africa,1980,54.8,1854.0914
Sudan,Africa,1985,52.17,1878.78473
Sudan,Africa,1990,58.66,2182.28795
Sudan,Africa,1995,61.29,2612.00665
Sudan,Africa,2000,63.26,3417.72691
Sudan,Africa,2005,65.48,4104.40877
Sudan,Africa,2010,67.44,4219.83691
Sudan,Africa,2015,69.03,4159.19434
Sudan,Africa,2020,70.21,3401.24976
Sudan,Africa,2025,71.21,1865.51403
Senegal,Africa,1950,45.21,2604.12791
Senegal,Africa,1955,46.04,2786.86639
Senegal,Africa,1960,46.91,2903.33288
Senegal,Africa,1965,47.1,2886.023
Senegal,Africa,1970,47.87,2668.1338
Senegal,Africa,1975,49.91,2535.33417
Senegal,Africa,1980,52.92,2282.19593
Senegal,Africa,1985,56.22,2618.74939
Senegal,Africa,1990,58.61,2848.46787
Senegal,Africa,1995,59.17,2764.36505
Senegal,Africa,2000,60.63,3025.6101
Senegal,Africa,2005,63.19,3265.85849
Senegal,Africa,2010,65.67,3403.56707
Senegal,Africa,2015,66.98,3593.79477
Senegal,Africa,2020,67.95,4018.04129
Senegal,Africa,2025,70.43,4871.2802600000005
Singapore,Asia,1950,57.02,4794.1196
Singapore,Asia,1955,62.61,3963.83319
Singapore,Asia,1960,65.55,4672.46143
Singapore,Asia,1965,67.4,5385.08132
Singapore,Asia,1970,69.01,8972.98968
Singapore,Asia,1975,70.52,12896.19951
Singapore,Asia,1980,71.72,18149.24746
Singapore,Asia,1985,73.45,26223.31755
Singapore,Asia,1990,75.61,40541.43199
Singapore,Asia,1995,77.13,55022.19107
Singapore,Asia,2000,79.39,65418.14388
Singapore,Asia,2005,81.31,80017.08023
Singapore,Asia,2010,82.76,95456.18931
Singapore,Asia,2015,84.14,108953.7243
Singapore,Asia,2020,83.94,115893.0424
Singapore,Asia,2025,85.63,137905.9791
Solomon Islands,Oceania,1950,42.06,1265.20379
Solomon Islands,Oceania,1955,43.61,1380.12503
Solomon Islands,Oceania,1960,45.82,1506.64141
Solomon Islands,Oceania,1965,48.29,1657.09155
Solomon Islands,Oceania,1970,50.4,1683.16063
Solomon Islands,Oceania,1975,50.65,1293.66456
Solomon Islands,Oceania,1980,54.37,1833.19616
Solomon Islands,Oceania,1985,55.39,2021.56181
Solomon Islands,Oceania,1990,55.83,2397.67223
Solomon Islands,Oceania,1995,56.59,3039.58815
Solomon Islands,Oceania,2000,56.98,2297.6439
Solomon Islands,Oceania,2005,56.82,2284.10999
Solomon Islands,Oceania,2010,57.39,2682.28529
Solomon Islands,Oceania,2015,58.44,2664.73036
Solomon Islands,Oceania,2020,59.05,2515.12833
Solomon Islands,Oceania,2025,59.8,2615.32949
Sierra Leone,Africa,1950,40.03,1179.36444
Sierra Leone,Africa,1955,41.37,1350.66996
Sierra Leone,Africa,1960,42.7,1505.43953
Sierra Leone,Africa,1965,44.17,1743.6629
Sierra Leone,Africa,1970,45.74,2063.48009
Sierra Leone,Africa,1975,47.36,2040.67183
Sierra Leone,Africa,1980,48.35,2063.63545
Sierra Leone,Africa,1985,49.33,2248.40995
Sierra Leone,Africa,1990,51.09,2545.11652
Sierra Leone,Africa,1995,50.6,2012.30748
Sierra Leone,Africa,2000,51.63,1824.79416
Sierra Leone,Africa,2005,53.28,2243.41579
Sierra Leone,Africa,2010,55.99,2461.98105
Sierra Leone,Africa,2015,58.67,2630.53499
Sierra Leone,Africa,2020,61.27,2755.10252
Sierra Leone,Africa,2025,63.01,3255.82436
El Salvador,North America,1950,46.04,3113.65311
El Salvador,North America,1955,48.83,3391.86343
El Salvador,North America,1960,53.46,3608.14367
El Salvador,North America,1965,56.44,4220.39492
El Salvador,North America,1970,57.81,4349.652
El Salvador,North America,1975,62.42,4965.80732
El Salvador,North America,1980,63.81,4646.34286
El Salvador,North America,1985,65.59,4785.80836
El Salvador,North America,1990,69.8,5514.66258
El Salvador,North America,1995,71.59,6848.49366
El Salvador,North America,2000,73.07,7497.59169
El Salvador,North America,2005,73.58,8088.6992
El Salvador,North America,2010,75.19,8648.92983
El Salvador,North America,2015,73.4,9646.15432
El Salvador,North America,2020,74.15,9692.44932
El Salvador,North America,2025,76.98,12221.09674
San Marino,Europe,1950,72.02,10577.00316
San Marino,Europe,1955,72.45,13454.35893
San Marino,Europe,1960,72.88,17113.77568
San Marino,Europe,1965,73.33,23481.21212
San Marino,Europe,1970,74.12,32044.63296
San Marino,Europe,1975,75.38,38237.85816
San Marino,Europe,1980,76.39,45827.16362
San Marino,Europe,1985,78.32,48738.11943
San Marino,Europe,1990,79.7,55769.63411
San Marino,Europe,1995,80.67,66936.52395
San Marino,Europe,2000,81.54,80165.10474
San Marino,Europe,2005,81.6,83461.24027
San Marino,Europe,2010,81.9,68669.25265
San Marino,Europe,2015,81.97,59647.65946
San Marino,Europe,2020,78.81,55998.0711
San Marino,Europe,2025,83.05,78126.26324
Somalia,Africa,1950,44.19,1260.20008
Somalia,Africa,1955,44.52,1384.65448
Somalia,Africa,1960,44.96,1447.595
Somalia,Africa,1965,45.72,1203.48567
Somalia,Africa,1970,46.7,1226.33047
Somalia,Africa,1975,46.14,1264.67703
Somalia,Africa,1980,48.91,897.0608
Somalia,Africa,1985,48.72,958.23188
Somalia,Africa,1990,49.3,943.40187
Somalia,Africa,1995,50.33,677.26085
Somalia,Africa,2000,51.44,716.42269
Somalia,Africa,2005,53.52,829.94429
Somalia,Africa,2010,53.85,994.86846
Somalia,Africa,2015,56.97,1343.44297
Somalia,Africa,2020,57.38,1396.05343
Somalia,Africa,2025,59.86,1462.56236
Serbia,Europe,1950,54.38,3181.8567
Serbia,Europe,1955,59.19,3802.25163
Serbia,Europe,1960,63.53,6000.20299
Serbia,Europe,1965,65.45,8211.3388
Serbia,Europe,1970,66.16,10562.92326
Serbia,Europe,1975,69.24,14230.72035
Serbia,Europe,1980,69.81,18548.44112
Serbia,Europe,1985,70.42,19363.34037
Serbia,Europe,1990,70.82,17997.58641
Serbia,Europe,1995,70.58,8887.14097
Serbia,Europe,2000,71.44,10614.4698
Serbia,Europe,2005,72.35,14857.66651
Serbia,Europe,2010,74.06,17840.4348
Serbia,Europe,2015,75.07,18246.78995
Serbia,Europe,2020,74.4,21477.87722
Serbia,Europe,2025,76.66,28758.37917
South Sudan,Africa,1950,47.23,1647.82221
South Sudan,Africa,1955,47.81,1796.73876
South Sudan,Africa,1960,48.61,1864.07452
South Sudan,Africa,1965,48.89,1537.906
South Sudan,Africa,1970,50.08,1555.13847
South Sudan,Africa,1975,52.23,1591.52641
South Sudan,Africa,1980,53.11,1120.28565
South Sudan,Africa,1985,52.72,1187.54528
South Sudan,Africa,1990,54.45,1160.24303
South Sudan,Africa,1995,55.84,767.24984
South Sudan,Africa,2000,57.01,701.20667
South Sudan,Africa,2005,59.25,691.5774
South Sudan,Africa,2010,60.58,665.518
South Sudan,Africa,2015,61.64,398.849
South Sudan,Africa,2020,63.25,625.73
South Sudan,Africa,2025,65.36,716.249
Sao Tome and Principe,Africa,1950,40.68,1686.02944
Sao Tome and Principe,Africa,1955,40.86,1561.70758
Sao Tome and Principe,Africa,1960,45.02,1762.05032
Sao Tome and Principe,Africa,1965,53.23,2352.3997
Sao Tome and Principe,Africa,1970,56.96,2887.87374
Sao Tome and Principe,Africa,1975,60.68,3149.49237
Sao Tome and Principe,Africa,1980,62.3,4033.27562
Sao Tome and Principe,Africa,1985,62.16,3855.69231
Sao Tome and Principe,Africa,1990,63.49,3593.63359
Sao Tome and Principe,Africa,1995,64.1,3604.51288
Sao Tome and Principe,Africa,2000,65.02,3711.08247
Sao Tome and Principe,Africa,2005,66.65,4292.15451
Sao Tome and Principe,Africa,2010,68.99,4882.04796
Sao Tome and Principe,Africa,2015,69.99,5210.20378
Sao Tome and Principe,Africa,2020,70.17,5742.94725
Sao Tome and Principe,Africa,2025,71.51,5681.95489
Suriname,South America,1950,57.69,7183.06955
Suriname,South America,1955,61.15,7942.7524
Suriname,South America,1960,62.97,8771.94886
Suriname,South America,1965,64.81,9924.59016
Suriname,South America,1970,65.85,11203.2313
Suriname,South America,1975,66.21,14035.84949
Suriname,South America,1980,66.77,15785.22025
Suriname,South America,1985,69.07,17437.98706
Suriname,South America,1990,68.94,16146.21847
Suriname,South America,1995,70.91,15499.29876
Suriname,South America,2000,69.8,15730.67361
Suriname,South America,2005,70.64,18964.50522
Suriname,South America,2010,72.29,22772.47545
Suriname,South America,2015,72.45,23327.52525
Suriname,South America,2020,73.03,19091.36172
Suriname,South America,2025,73.51,20256.66324
Slovak Republic,Europe,1950,60.73,7119.8909
Slovak Republic,Europe,1955,67.83,8015.4208
Slovak Republic,Europe,1960,70.37,10109.18723
Slovak Republic,Europe,1965,70.52,10993.41929
Slovak Republic,Europe,1970,69.94,12861.18037
Slovak Republic,Europe,1975,70.57,14686.51707
Slovak Republic,Europe,1980,70.71,15760.39805
Slovak Republic,Europe,1985,70.97,16383.36645
Slovak Republic,Europe,1990,71.07,17230.39989
Slovak Republic,Europe,1995,72.68,15816.45258
Slovak Republic,Europe,2000,73.67,18368.86038
Slovak Republic,Europe,2005,74.47,23279.38612
Slovak Republic,Europe,2010,75.82,29745.86139
Slovak Republic,Europe,2015,76.8,33507.72572
Slovak Republic,Europe,2020,76.89,36201.41546
Slovak Republic,Europe,2025,78.58,41977.51553
Slovenia,Europe,1950,58.48,5789.98452
Slovenia,Europe,1955,61.92,6749.03459
Slovenia,Europe,1960,65.31,9700.73158
Slovenia,Europe,1965,67.89,13027.22573
Slovenia,Europe,1970,68.6,17453.42611
Slovenia,Europe,1975,70.15,23534.9863
Slovenia,Europe,1980,71.34,29032.23728
Slovenia,Europe,1985,72.09,28459.89553
Slovenia,Europe,1990,73.97,25005.80474
Slovenia,Europe,1995,75.13,24521.80937
Slovenia,Europe,2000,76.26,29866.49515
Slovenia,Europe,2005,78.12,35403.55285
Slovenia,Europe,2010,79.69,38065.73615
Slovenia,Europe,2015,81.03,38537.09519
Slovenia,Europe,2020,80.25,42474.22471
Slovenia,Europe,2025,82.45,50558.74404
Sweden,Europe,1950,71.36,13513.31937
Sweden,Europe,1955,72.76,14765.2108
Sweden,Europe,1960,73.41,16476.87483
Sweden,Europe,1965,74.19,19917.34058
Sweden,Europe,1970,74.83,22727.59725
Sweden,Europe,1975,75.26,24632.99359
Sweden,Europe,1980,76.07,25201.31844
Sweden,Europe,1985,77.09,32471.18748
Sweden,Europe,1990,77.95,39408.10064
Sweden,Europe,1995,79.12,39885.39437
Sweden,Europe,2000,80,47554.61213
Sweden,Europe,2005,80.98,53149.96078
Sweden,Europe,2010,81.86,55527.93981
Sweden,Europe,2015,82.55,58975.97789
Sweden,Europe,2020,82.21,59572.47476
Sweden,Europe,2025,83.72,65596.66352
Eswatini,Africa,1950,43.33,765.94778
Eswatini,Africa,1955,44.5,819.30078
Eswatini,Africa,1960,45.64,942.88607
Eswatini,Africa,1965,48.54,1548.95573
Eswatini,Africa,1970,51.47,1948.5084
Eswatini,Africa,1975,54.46,3162.25653
Eswatini,Africa,1980,57.26,3172.28212
Eswatini,Africa,1985,59.62,3456.4845
Eswatini,Africa,1990,61.75,5423.1134
Eswatini,Africa,1995,59.32,5789.40503
Eswatini,Africa,2000,48.32,6238.11593
Eswatini,Africa,2005,43.29,7234.23245
Eswatini,Africa,2010,47.98,8210.69699
Eswatini,Africa,2015,54.88,9253.29094
Eswatini,Africa,2020,57.43,9727.5139
Eswatini,Africa,2025,59.5,11069.57117
Seychelles,Africa,1950,59.96,3399.40948
Seychelles,Africa,1955,62.01,3783.84558
Seychelles,Africa,1960,63.64,4068.42173
Seychelles,Africa,1965,63.89,4018.30642
Seychelles,Africa,1970,65.73,4708.03679
Seychelles,Africa,1975,68.91,5899.35688
Seychelles,Africa,1980,71.06,8215.84313
Seychelles,Africa,1985,71.25,9984.72651
Seychelles,Africa,1990,70.56,14040.58349
Seychelles,Africa,1995,70.95,15853.72563
Seychelles,Africa,2000,72.2,20423.05769
Seychelles,Africa,2005,72.24,19941.61082
Seychelles,Africa,2010,73.21,21708.75545
Seychelles,Africa,2015,73.41,27032.20839
Seychelles,Africa,2020,72.93,30056.19943
Seychelles,Africa,2025,74.8,30802.63006
Syria,Asia,1950,54.96,4338.50508
Syria,Asia,1955,57.41,5037.82818
Syria,Asia,1960,61.04,4611.05412
Syria,Asia,1965,64.22,5059.72125
Syria,Asia,1970,66.49,4533.25188
Syria,Asia,1975,69.81,6548.87348
Syria,Asia,1980,70.23,7022.8313
Syria,Asia,1985,69.41,7319.14607
Syria,Asia,1990,68.79,7187.0244
Syria,Asia,1995,69.75,8399.75219
Syria,Asia,2000,71.62,8116.3478
Syria,Asia,2005,74.42,8868.48394
Syria,Asia,2010,74.71,9546.56049
Syria,Asia,2015,65.47,5302.07414
Syria,Asia,2020,74.21,4633.34952
Syria,Asia,2025,74.84,4085.72011
Chad,Africa,1950,45.02,1106.57883
Chad,Africa,1955,46.24,1241.7407
Chad,Africa,1960,47.41,1344.56397
Chad,Africa,1965,48.47,1307.88203
Chad,Africa,1970,48.36,1304.2384
Chad,Africa,1975,50.42,1429.56861
Chad,Africa,1980,50.77,885.14001
Chad,Africa,1985,52.36,1162.13547
Chad,Africa,1990,53.54,1431.31281
Chad,Africa,1995,53.46,1416.0583
Chad,Africa,2000,52.25,1407.47073
Chad,Africa,2005,53.73,2607.45074
Chad,Africa,2010,56.5,2717.50763
Chad,Africa,2015,58.75,2823.36071
Chad,Africa,2020,59.84,2513.01578
Chad,Africa,2025,61.58,2645.81191
Togo,Africa,1950,44.77,1110.3802
Togo,Africa,1955,45.94,1172.8515400000001
Togo,Africa,1960,46.95,1290.51659
Togo,Africa,1965,48.58,1713.02169
Togo,Africa,1970,51.42,1943.21157
Togo,Africa,1975,53.7,1830.67951
Togo,Africa,1980,55.77,1843.32441
Togo,Africa,1985,57.11,1727.32683
Togo,Africa,1990,57.98,2025.5292
Togo,Africa,1995,57.55,1879.34317
Togo,Africa,2000,56.38,2005.61984
Togo,Africa,2005,56.91,1908.64738
Togo,Africa,2010,59.5,1988.95211
Togo,Africa,2015,62.38,2317.54781
Togo,Africa,2020,65.17,2490.05294
Togo,Africa,2025,66.47,3007.55596
Thailand,Asia,1950,53.82,1629.21749
Thailand,Asia,1955,58.28,1652.33599
Thailand,Asia,1960,60.87,1832.0135
Thailand,Asia,1965,62.85,2103.53888
Thailand,Asia,1970,64.15,2891.48292
Thailand,Asia,1975,65.49,3206.25143
Thailand,Asia,1980,66.5,4034.72381
Thailand,Asia,1985,70.03,5449.57923
Thailand,Asia,1990,71.29,9018.79314
Thailand,Asia,1995,70.72,12262.03659
Thailand,Asia,2000,71.81,11791.25763
Thailand,Asia,2005,74.75,14542.32913
Thailand,Asia,2010,77,16730.36979
Thailand,Asia,2015,78.19,18811.99751
Thailand,Asia,2020,78.72,19957.25714
Thailand,Asia,2025,79.78,22695.94668
Tajikistan,Asia,1950,46.17,3773.24673
Tajikistan,Asia,1955,48.78,4356.94389
Tajikistan,Asia,1960,52.55,5137.08343
Tajikistan,Asia,1965,56.77,5807.37266
Tajikistan,Asia,1970,60.38,6714.40537
Tajikistan,Asia,1975,62.57,6779.28187
Tajikistan,Asia,1980,65.33,6002.25814
Tajikistan,Asia,1985,66.7,5433.79281
Tajikistan,Asia,1990,66.94,4718.37169
Tajikistan,Asia,1995,64.56,1580.2714
Tajikistan,Asia,2000,66.59,1470.93456
Tajikistan,Asia,2005,67.47,2036.19774
Tajikistan,Asia,2010,68,2449.27359
Tajikistan,Asia,2015,68.6,3041.4448
Tajikistan,Asia,2020,66.74,3724.74896
Tajikistan,Asia,2025,70.4,5122.38472
Turkmenistan,Asia,1950,48.35,4879.1824
Turkmenistan,Asia,1955,51.45,5624.34614
Turkmenistan,Asia,1960,55.14,6621.40768
Turkmenistan,Asia,1965,58.15,7846.55663
Turkmenistan,Asia,1970,60.42,9517.00864
Turkmenistan,Asia,1975,61.63,10020.07084
Turkmenistan,Asia,1980,63.57,9154.52112
Turkmenistan,Asia,1985,64.97,8387.64066
Turkmenistan,Asia,1990,65.96,7872.12414
Turkmenistan,Asia,1995,64.57,4524.30481
Turkmenistan,Asia,2000,66.35,5175.88159
Turkmenistan,Asia,2005,65.8,6242.06214
Turkmenistan,Asia,2010,69.47,8842.33284
Turkmenistan,Asia,2015,69.99,13057.83033
Turkmenistan,Asia,2020,70.49,15791.17759
Turkmenistan,Asia,2025,71.64,18623.63459
Timor-Leste,Asia,1950,42.47,878.06693
Timor-Leste,Asia,1955,44,857.01525
Timor-Leste,Asia,1960,45.69,837.55209
Timor-Leste,Asia,1965,47.83,1000.80319
Timor-Leste,Asia,1970,50.48,1155.40815
Timor-Leste,Asia,1975,47.22,1361.58471
Timor-Leste,Asia,1980,51.99,1679.6227
Timor-Leste,Asia,1985,57.77,2044.48343
Timor-Leste,Asia,1990,60.93,2458.86265
Timor-Leste,Asia,1995,62.61,3237.68106
Timor-Leste,Asia,2000,65.46,3862.79702
Timor-Leste,Asia,2005,67.7,3501.73256
Timor-Leste,Asia,2010,70,4049.18501
Timor-Leste,Asia,2015,70.31,4469.93611
Timor-Leste,Asia,2020,70.82,6598.0346
Timor-Leste,Asia,2025,72.18,4352.93562
Tonga,Oceania,1950,61.47,1633.89002
Tonga,Oceania,1955,62.96,1624.09537
Tonga,Oceania,1960,64.58,1613.93835
Tonga,Oceania,1965,65.71,1603.24858
Tonga,Oceania,1970,66.54,1593.74489
Tonga,Oceania,1975,67.43,1666.07651
Tonga,Oceania,1980,68.37,1908.04169
Tonga,Oceania,1985,69.91,3890.48712
Tonga,Oceania,1990,70.95,4568.57998
Tonga,Oceania,1995,71.56,5549.07378
Tonga,Oceania,2000,70.73,5856.22403
Tonga,Oceania,2005,72.02,5881.36707
Tonga,Oceania,2010,72.21,5488.7504
Tonga,Oceania,2015,72.59,6194.63932
Tonga,Oceania,2020,73.03,6995.31729
Tonga,Oceania,2025,73.81,7839.22918
Trinidad and Tobago,North America,1950,57.36,6818.75314
